time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-01 00:00:00+00:00,1046,178,96,32
2025-09-02 00:00:00+00:00,966,170,208,50
2025-09-03 00:00:00+00:00,1590,207,119,42
2025-09-04 00:00:00+00:00,998,160,124,35
2025-09-05 00:00:00+00:00,668,234,72,27
2025-09-06 00:00:00+00:00,189,93,27,17
2025-09-07 00:00:00+00:00,159,56,20,14
2025-09-08 00:00:00+00:00,450,220,121,43
2025-09-09 00:00:00+00:00,426,218,62,33
2025-09-10 00:00:00+00:00,514,242,67,39
2025-09-11 00:00:00+00:00,518,258,72,40
2025-09-12 00:00:00+00:00,524,272,63,26
2025-09-13 00:00:00+00:00,198,75,100,13
2025-09-14 00:00:00+00:00,212,84,26,12
