time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-27 00:00:00+00:00,4175,95,714,100
2024-03-28 00:00:00+00:00,4166,94,287,84
2024-03-29 00:00:00+00:00,4139,74,366,60
2024-03-30 00:00:00+00:00,4059,35,119,32
2024-03-31 00:00:00+00:00,4031,44,224,27
2024-04-01 00:00:00+00:00,3930,55,210,48
2024-04-02 00:00:00+00:00,3832,104,402,91
2024-04-03 00:00:00+00:00,3706,84,541,105
2024-04-04 00:00:00+00:00,3743,92,334,86
2024-04-05 00:00:00+00:00,3705,102,503,80
2024-04-06 00:00:00+00:00,3330,65,282,32
2024-04-07 00:00:00+00:00,3300,30,376,26
2024-04-08 00:00:00+00:00,3456,79,448,83
2024-04-09 00:00:00+00:00,3392,63,470,82
