referrer,views_total,views_unique
Google,1568,325
github.com,313,73
fluxcd.io,193,93
DuckDuckGo,29,14
Bing,25,7
statics.teams.cdn.office.net,20,12
search.brave.com,20,2
codefresh.io,14,4
wiki.bierochs.org,10,4
yandex.by,6,1
