referrer,views_total,views_unique
Google,1619,322
github.com,210,73
fluxcd.io,183,90
Bing,27,9
DuckDuckGo,22,15
statics.teams.cdn.office.net,21,12
search.brave.com,20,2
codefresh.io,14,4
wiki.bierochs.org,12,4
yandex.by,6,1
