referrer,views_total,views_unique
github.com,378,65
Google,84,36
app.zenhub.com,38,8
fluxcd.io,18,13
infoworld.com,13,13
link.zhihu.com,7,6
itworld.co.kr,5,5
infoq.cn,4,3
weave.works,3,3
link.juejin.cn,3,2
