time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-05 00:00:00+00:00,237,118,60,52
2026-07-06 00:00:00+00:00,428,169,78,54
2026-07-07 00:00:00+00:00,253,132,31,25
2026-07-08 00:00:00+00:00,276,151,39,32
2026-07-09 00:00:00+00:00,253,141,75,47
2026-07-10 00:00:00+00:00,340,131,61,46
2026-07-11 00:00:00+00:00,196,87,48,36
2026-07-12 00:00:00+00:00,240,112,45,34
2026-07-13 00:00:00+00:00,258,119,45,33
2026-07-14 00:00:00+00:00,304,123,82,46
2026-07-15 00:00:00+00:00,301,139,51,45
2026-07-16 00:00:00+00:00,279,138,35,27
2026-07-17 00:00:00+00:00,978,138,52,41
2026-07-18 00:00:00+00:00,347,114,61,53
