referrer,views_total,views_unique
Google,528,167
github.com,295,77
fluxcd.io,63,35
DuckDuckGo,58,7
com.google.android.gm,16,2
thenewstack.io,14,14
wiki.bierochs.org,10,4
rajputvaibhav.medium.com,9,9
linkedin.com,7,6
codefresh.io,6,6
