url_path,views_total,views_unique
/weaveworks/weave-gitops,174,117
/weaveworks/weave-gitops/issues,18,8
/weaveworks/weave-gitops/releases,17,13
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,16,15
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,14,13
/weaveworks/weave-gitops/pulls,12,6
/weaveworks/weave-gitops/actions,11,11
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,8,6
/weaveworks/weave-gitops/releases/tag/v0.39.1-rc.1,7,5
/weaveworks/weave-gitops/discussions,6,3
