url_path,views_total,views_unique
/weaveworks/weave-gitops,385,258
/weaveworks/weave-gitops/pulls,54,6
/weaveworks/weave-gitops/releases,51,29
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,50,44
/weaveworks/weave-gitops/issues,46,18
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,30,26
/weaveworks/weave-gitops/tree/main/charts/gitops-server,30,11
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,26,11
/weaveworks/weave-gitops/releases/tag/v0.39.1-rc.1,23,12
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,22,20
