referrer,views_total,views_unique
Google,536,186
github.com,485,91
fluxcd.io,86,48
mail.google.com,32,1
thenewstack.io,29,24
codefresh.io,17,9
rajputvaibhav.medium.com,16,14
bitbucket.corp.appdynamics.com,8,1
DuckDuckGo,5,4
Baidu,5,1
