referrer,views_total,views_unique
github.com,550,107
Google,539,139
as-jira.axelspringer.de,79,1
fluxcd.io,68,41
mail.google.com,50,1
thenewstack.io,45,22
DuckDuckGo,36,5
Bing,26,3
rajputvaibhav.medium.com,13,9
gist.github.com,11,3
