time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-06 00:00:00+00:00,9155,172,711,106
2023-06-07 00:00:00+00:00,9171,182,1037,97
2023-06-08 00:00:00+00:00,7507,169,560,109
2023-06-09 00:00:00+00:00,7762,151,641,81
2023-06-10 00:00:00+00:00,7002,117,56,24
2023-06-11 00:00:00+00:00,6881,107,151,24
2023-06-12 00:00:00+00:00,7395,159,935,92
2023-06-13 00:00:00+00:00,7696,199,966,113
2023-06-14 00:00:00+00:00,7564,160,499,89
2023-06-15 00:00:00+00:00,7321,180,693,84
2023-06-16 00:00:00+00:00,8149,178,582,76
2023-06-17 00:00:00+00:00,7340,108,72,28
2023-06-18 00:00:00+00:00,7288,113,159,28
2023-06-19 00:00:00+00:00,5786,128,244,53
