time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-11 00:00:00+00:00,1861,82,624,79
2022-08-12 00:00:00+00:00,1827,77,514,64
2022-08-13 00:00:00+00:00,1545,67,67,21
2022-08-14 00:00:00+00:00,1538,60,53,24
2022-08-15 00:00:00+00:00,1742,85,454,58
2022-08-16 00:00:00+00:00,2091,88,822,76
2022-08-17 00:00:00+00:00,1807,85,670,69
2022-08-18 00:00:00+00:00,1709,83,585,67
2022-08-19 00:00:00+00:00,507,66,665,60
2022-08-20 00:00:00+00:00,130,49,55,18
2022-08-21 00:00:00+00:00,74,36,226,24
2022-08-22 00:00:00+00:00,430,97,488,63
2022-08-23 00:00:00+00:00,426,72,542,71
2022-08-24 00:00:00+00:00,380,69,530,78
