url_path,views_total,views_unique
/weaveworks/weave-gitops,570,361
/weaveworks/weave-gitops/pulls,147,10
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,60,55
/weaveworks/weave-gitops/releases,44,32
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,43,22
/weaveworks/weave-gitops/network/updates,39,1
/weaveworks/weave-gitops/tree/main/charts/gitops-server,36,23
/weaveworks/weave-gitops/issues,32,12
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,31,29
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,25,24
