time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-17 00:00:00+00:00,978,138,52,41
2026-07-18 00:00:00+00:00,347,114,61,53
2026-07-19 00:00:00+00:00,420,136,19,18
2026-07-20 00:00:00+00:00,351,139,35,33
2026-07-21 00:00:00+00:00,506,149,52,46
2026-07-22 00:00:00+00:00,422,155,55,32
2026-07-23 00:00:00+00:00,287,140,31,27
2026-07-24 00:00:00+00:00,206,110,45,41
2026-07-25 00:00:00+00:00,129,82,36,34
2026-07-26 00:00:00+00:00,219,86,41,40
2026-07-27 00:00:00+00:00,223,116,24,17
2026-07-28 00:00:00+00:00,399,230,43,30
2026-07-29 00:00:00+00:00,273,163,41,28
2026-07-30 00:00:00+00:00,249,160,43,30
