referrer,views_total,views_unique
Google,1381,260
github.com,309,45
fluxcd.io,211,82
DuckDuckGo,45,9
codefresh.io,19,8
search.brave.com,16,2
Bing,15,7
teams.microsoft.com,15,3
weave.works,10,4
statics.teams.cdn.office.net,10,3
