time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-08-02 00:00:00+00:00,373,76,507,28
2021-08-03 00:00:00+00:00,492,89,413,35
2021-08-04 00:00:00+00:00,302,59,338,36
2021-08-05 00:00:00+00:00,298,51,324,42
2021-08-06 00:00:00+00:00,206,47,195,28
2021-08-07 00:00:00+00:00,80,22,50,7
2021-08-08 00:00:00+00:00,67,25,8,8
2021-08-09 00:00:00+00:00,288,52,470,27
2021-08-10 00:00:00+00:00,154,23,293,35
2021-08-11 00:00:00+00:00,202,35,288,29
2021-08-12 00:00:00+00:00,342,41,385,38
2021-08-13 00:00:00+00:00,178,48,215,25
2021-08-14 00:00:00+00:00,107,29,63,11
2021-08-15 00:00:00+00:00,63,24,18,10
