time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-27 00:00:00+00:00,351,179,71,34
2025-08-28 00:00:00+00:00,1058,196,112,35
2025-08-29 00:00:00+00:00,906,172,134,38
2025-08-30 00:00:00+00:00,669,44,46,20
2025-08-31 00:00:00+00:00,888,62,22,12
2025-09-01 00:00:00+00:00,1046,178,96,32
2025-09-02 00:00:00+00:00,966,170,208,50
2025-09-03 00:00:00+00:00,1590,207,119,42
2025-09-04 00:00:00+00:00,998,160,124,35
2025-09-05 00:00:00+00:00,668,234,72,27
2025-09-06 00:00:00+00:00,189,93,27,17
2025-09-07 00:00:00+00:00,159,56,20,14
2025-09-08 00:00:00+00:00,450,220,121,43
2025-09-09 00:00:00+00:00,406,204,56,29
