referrer,views_total,views_unique
Google,268,117
github.com,113,57
fluxcd.io,77,32
search.brave.com,13,7
Bing,13,4
windsock.io,9,2
statics.teams.cdn.office.net,8,6
ecosia.org,5,1
DuckDuckGo,3,2
chatgpt.com,3,1
