url_path,views_total,views_unique
/weaveworks/weave-gitops,911,428
/weaveworks/weave-gitops/pulls,237,30
/weaveworks/weave-gitops/search,156,21
/weaveworks/weave-gitops/tree/main/charts/gitops-server,127,51
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,99,65
/weaveworks/weave-gitops/issues,87,30
/weaveworks/weave-gitops/pull/2713,79,9
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,70,34
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,63,59
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,63,25
