time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-16 00:00:00+00:00,839,42,437,70
2025-01-17 00:00:00+00:00,449,36,232,50
2025-01-18 00:00:00+00:00,1088,41,621,19
2025-01-19 00:00:00+00:00,743,44,376,35
2025-01-20 00:00:00+00:00,553,43,317,43
2025-01-21 00:00:00+00:00,419,39,258,68
2025-01-22 00:00:00+00:00,326,30,162,50
2025-01-23 00:00:00+00:00,361,30,187,57
2025-01-24 00:00:00+00:00,636,51,185,55
2025-01-25 00:00:00+00:00,460,28,112,23
2025-01-26 00:00:00+00:00,868,39,555,31
2025-01-27 00:00:00+00:00,550,55,330,57
2025-01-28 00:00:00+00:00,577,56,319,54
2025-01-29 00:00:00+00:00,274,35,191,53
