url_path,views_total,views_unique
/weaveworks/weave-gitops,1160,540
/weaveworks/weave-gitops/pulls,291,34
/weaveworks/weave-gitops/issues,247,64
/weaveworks/weave-gitops/tree/main/charts/gitops-server,163,59
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,138,84
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,85,41
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,80,73
/weaveworks/weave-gitops/releases,80,48
/weaveworks/weave-gitops/search,69,10
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,64,23
