time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-30 00:00:00+00:00,1860,156,18,12
2026-05-31 00:00:00+00:00,1556,146,20,13
2026-06-01 00:00:00+00:00,339,144,51,17
2026-06-02 00:00:00+00:00,303,140,15,10
2026-06-03 00:00:00+00:00,772,187,15,14
2026-06-04 00:00:00+00:00,292,137,16,11
2026-06-05 00:00:00+00:00,275,136,51,25
2026-06-06 00:00:00+00:00,216,106,10,7
2026-06-07 00:00:00+00:00,196,92,42,22
2026-06-08 00:00:00+00:00,244,143,46,20
2026-06-09 00:00:00+00:00,516,156,32,19
2026-06-10 00:00:00+00:00,381,145,48,23
2026-06-11 00:00:00+00:00,373,147,28,16
2026-06-12 00:00:00+00:00,1370,138,107,86
