url_path,views_total,views_unique
/weaveworks/weave-gitops,1075,503
/weaveworks/weave-gitops/pulls,260,34
/weaveworks/weave-gitops/tree/main/charts/gitops-server,189,63
/weaveworks/weave-gitops/issues,152,41
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,130,88
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,95,43
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,90,82
/weaveworks/weave-gitops/pull/2844,74,13
/weaveworks/weave-gitops/search,67,16
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,65,30
