url_path,views_total,views_unique
/weaveworks/weave-gitops,1030,618
/weaveworks/weave-gitops/tree/main/charts/gitops-server,366,77
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,285,121
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,202,51
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,124,55
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,120,52
/weaveworks/weave-gitops/issues,116,70
/weaveworks/weave-gitops/releases,84,59
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,83,21
/weaveworks/weave-gitops/issues/4197,71,48
