referrer,views_total,views_unique
Google,91,53
github.com,63,24
fluxcd.io,30,16
search.brave.com,6,2
Baidu,6,1
teams.public.onecdn.static.microsoft,3,1
chatgpt.com,2,2
Bing,2,1
docs.aws.amazon.com,1,1
ecosia.org,1,1
