url_path,views_total,views_unique
/weaveworks/weave-gitops,671,421
/weaveworks/weave-gitops/pulls,314,13
/weaveworks/weave-gitops/tree/main/charts/gitops-server,95,37
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,77,68
/weaveworks/weave-gitops/releases,72,49
/weaveworks/weave-gitops/issues,68,37
/weaveworks/weave-gitops/network/updates,60,1
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,57,33
/weaveworks/weave-gitops/commits/main,43,15
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,41,40
