time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-19 00:00:00+00:00,222,105,94,29
2026-03-20 00:00:00+00:00,225,117,53,22
2026-03-21 00:00:00+00:00,154,82,64,13
2026-03-22 00:00:00+00:00,199,99,24,12
2026-03-23 00:00:00+00:00,210,121,64,24
2026-03-24 00:00:00+00:00,307,118,73,31
2026-03-25 00:00:00+00:00,316,116,60,31
2026-03-26 00:00:00+00:00,301,104,58,32
2026-03-27 00:00:00+00:00,320,168,43,20
2026-03-28 00:00:00+00:00,146,75,33,14
2026-03-29 00:00:00+00:00,146,96,51,21
2026-03-30 00:00:00+00:00,346,137,59,22
2026-03-31 00:00:00+00:00,251,143,59,19
2026-04-01 00:00:00+00:00,442,107,77,21
