referrer,views_total,views_unique
Google,907,248
github.com,344,103
fluxcd.io,186,106
search.brave.com,41,2
DuckDuckGo,25,7
thenewstack.io,23,21
statics.teams.cdn.office.net,23,11
com.google.android.gm,15,3
codefresh.io,9,9
com.linkedin.android,8,3
