referrer,views_total,views_unique
Google,536,144
github.com,493,108
mail.google.com,55,4
fluxcd.io,51,36
com.google.android.gm,28,4
thenewstack.io,21,18
rajputvaibhav.medium.com,16,15
gist.github.com,7,2
DuckDuckGo,6,5
weave.works,5,3
