time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-08 00:00:00+00:00,1761,246,120,51
2025-05-09 00:00:00+00:00,1281,311,69,39
2025-05-10 00:00:00+00:00,708,75,910,18
2025-05-11 00:00:00+00:00,437,52,54,22
2025-05-12 00:00:00+00:00,1178,306,175,50
2025-05-13 00:00:00+00:00,1270,332,230,60
2025-05-14 00:00:00+00:00,990,333,146,53
2025-05-15 00:00:00+00:00,859,276,91,40
2025-05-16 00:00:00+00:00,2834,370,466,56
2025-05-17 00:00:00+00:00,471,68,57,21
2025-05-18 00:00:00+00:00,256,57,32,15
2025-05-19 00:00:00+00:00,503,255,122,46
2025-05-20 00:00:00+00:00,868,393,129,49
2025-05-21 00:00:00+00:00,572,234,128,49
