url_path,views_total,views_unique
/weaveworks/weave-gitops,1334,663
/weaveworks/weave-gitops/tree/main/charts/gitops-server,512,116
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,330,98
/weaveworks/weave-gitops/pulls,240,31
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,219,84
/weaveworks/weave-gitops/issues,168,63
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,164,63
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,137,37
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,119,47
/weaveworks/weave-gitops/releases,109,70
