time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-19 00:00:00+00:00,2310,270,506,62
2025-03-20 00:00:00+00:00,1489,213,211,49
2025-03-21 00:00:00+00:00,1438,248,139,45
2025-03-22 00:00:00+00:00,1115,68,50,16
2025-03-23 00:00:00+00:00,1010,49,107,24
2025-03-24 00:00:00+00:00,1366,220,163,51
2025-03-25 00:00:00+00:00,1565,245,172,51
2025-03-26 00:00:00+00:00,1363,217,181,78
2025-03-27 00:00:00+00:00,1876,246,220,81
2025-03-28 00:00:00+00:00,1271,207,113,52
2025-03-29 00:00:00+00:00,1057,66,64,17
2025-03-30 00:00:00+00:00,1282,108,79,24
2025-03-31 00:00:00+00:00,1319,184,115,49
2025-04-01 00:00:00+00:00,1212,181,157,57
