time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-02 00:00:00+00:00,673,47,809,45
2021-12-03 00:00:00+00:00,680,62,568,41
2021-12-04 00:00:00+00:00,178,60,62,16
2021-12-05 00:00:00+00:00,109,46,22,12
2021-12-06 00:00:00+00:00,372,48,529,33
2021-12-07 00:00:00+00:00,245,55,489,46
2021-12-08 00:00:00+00:00,720,78,873,40
2021-12-09 00:00:00+00:00,496,77,628,51
2021-12-10 00:00:00+00:00,479,66,458,44
2021-12-11 00:00:00+00:00,251,74,94,6
2021-12-12 00:00:00+00:00,158,70,117,9
2021-12-13 00:00:00+00:00,471,84,608,34
2021-12-14 00:00:00+00:00,468,85,523,39
2021-12-15 00:00:00+00:00,607,70,659,42
