referrer,views_total,views_unique
Google,1102,271
github.com,389,103
fluxcd.io,214,111
Bing,31,8
DuckDuckGo,27,11
codefresh.io,26,11
app.zenhub.com,25,1
linkedin.com,17,16
statics.teams.cdn.office.net,16,9
com.linkedin.android,14,11
