url_path,views_total,views_unique
/weaveworks/weave-gitops,1452,697
/weaveworks/weave-gitops/tree/main/charts/gitops-server,351,94
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,202,125
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,189,64
/weaveworks/weave-gitops/issues,171,65
/weaveworks/weave-gitops/pulls,151,28
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,123,96
/weaveworks/weave-gitops/releases,109,62
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,102,32
/weaveworks/weave-gitops/pull/3611,91,11
