referrer,views_total,views_unique
Google,1142,336
github.com,359,128
fluxcd.io,250,135
DuckDuckGo,39,15
Bing,28,8
thenewstack.io,19,15
codefresh.io,12,9
mail.google.com,11,1
docs.google.com,9,8
confluence-atg.riada.cloud,7,5
