url_path,views_total,views_unique
/weaveworks/weave-gitops,688,486
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,170,75
/weaveworks/weave-gitops/tree/main/charts/gitops-server,151,39
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,123,49
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,82,35
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,67,23
/weaveworks/weave-gitops/issues,56,34
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,42,13
/weaveworks/weave-gitops/blob/main/doc/img/04-yaml.png,37,17
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,35,12
