time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-22 00:00:00+00:00,1088,302,139,58
2025-05-23 00:00:00+00:00,937,303,97,41
2025-05-24 00:00:00+00:00,324,141,48,20
2025-05-25 00:00:00+00:00,161,59,28,15
2025-05-26 00:00:00+00:00,641,268,102,44
2025-05-27 00:00:00+00:00,2789,361,386,46
2025-05-28 00:00:00+00:00,557,238,109,48
2025-05-29 00:00:00+00:00,662,189,84,36
2025-05-30 00:00:00+00:00,1286,224,164,40
2025-05-31 00:00:00+00:00,733,148,145,23
2025-06-01 00:00:00+00:00,263,89,93,18
2025-06-02 00:00:00+00:00,763,327,180,60
2025-06-03 00:00:00+00:00,448,176,129,48
2025-06-04 00:00:00+00:00,572,239,163,50
