url_path,views_total,views_unique
/weaveworks/weave-gitops,342,224
/weaveworks/weave-gitops/releases,63,33
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,39,33
/weaveworks/weave-gitops/tree/main/charts/gitops-server,39,18
/weaveworks/weave-gitops/issues,36,12
/weaveworks/weave-gitops/issues/5223,33,13
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,28,24
/weaveworks/weave-gitops/commits/main,26,6
/weaveworks/weave-gitops/actions,24,2
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,23,14
