url_path,views_total,views_unique
/weaveworks/weave-gitops,1315,663
/weaveworks/weave-gitops/tree/main/charts/gitops-server,692,121
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,503,109
/weaveworks/weave-gitops/issues,220,56
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,200,84
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,180,35
/weaveworks/weave-gitops/pulls,170,22
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,163,73
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,154,51
/weaveworks/weave-gitops/releases,137,84
