time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-13 00:00:00+00:00,437,24,143,42
2024-09-14 00:00:00+00:00,441,11,38,14
2024-09-15 00:00:00+00:00,423,15,59,19
2024-09-16 00:00:00+00:00,462,30,248,50
2024-09-17 00:00:00+00:00,449,22,415,62
2024-09-18 00:00:00+00:00,446,22,197,42
2024-09-19 00:00:00+00:00,439,25,272,57
2024-09-20 00:00:00+00:00,415,25,153,43
2024-09-21 00:00:00+00:00,412,16,73,24
2024-09-22 00:00:00+00:00,403,15,163,27
2024-09-23 00:00:00+00:00,413,28,179,53
2024-09-24 00:00:00+00:00,337,31,266,52
2024-09-25 00:00:00+00:00,339,28,347,69
2024-09-26 00:00:00+00:00,297,35,135,45
