referrer,views_total,views_unique
Google,617,223
fluxcd.io,254,62
github.com,166,46
thenewstack.io,41,11
DuckDuckGo,37,16
statics.teams.cdn.office.net,15,6
Bing,10,8
scholastic.atlassian.net,10,1
ya.ru,9,1
search.brave.com,8,6
