url_path,views_total,views_unique
/weaveworks/weave-gitops,1479,986
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,481,92
/weaveworks/weave-gitops/tree/main/charts/gitops-server,464,98
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,300,127
/weaveworks/weave-gitops/issues,168,110
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,157,62
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,137,31
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,136,59
/weaveworks/weave-gitops/releases,105,72
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,87,33
