url_path,views_total,views_unique
/weaveworks/weave-gitops,1836,1070
/weaveworks/weave-gitops/tree/main/charts/gitops-server,593,135
/weaveworks/weave-gitops/issues,358,179
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,305,131
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,290,82
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,190,80
/weaveworks/weave-gitops/releases,148,92
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,142,58
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,134,36
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,105,39
