time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-08 00:00:00+00:00,4702,179,998,92
2023-08-09 00:00:00+00:00,5140,227,815,102
2023-08-10 00:00:00+00:00,4819,218,938,113
2023-08-11 00:00:00+00:00,4521,156,399,75
2023-08-12 00:00:00+00:00,4531,140,188,50
2023-08-13 00:00:00+00:00,4620,125,231,68
2023-08-14 00:00:00+00:00,4671,151,785,137
2023-08-15 00:00:00+00:00,4622,144,864,108
2023-08-16 00:00:00+00:00,4845,157,1117,115
2023-08-17 00:00:00+00:00,4476,152,592,98
2023-08-18 00:00:00+00:00,4420,133,755,97
2023-08-19 00:00:00+00:00,4043,100,146,33
2023-08-20 00:00:00+00:00,4045,101,104,30
2023-08-21 00:00:00+00:00,3732,114,695,92
