referrer,views_total,views_unique
Google,292,106
fluxcd.io,126,53
github.com,67,28
search.brave.com,14,6
statics.teams.cdn.office.net,10,3
windsock.io,7,1
weaveworks.org,6,1
medium.com,4,1
confluence.essers.com,3,1
Bing,2,2
