referrer,views_total,views_unique
Google,1088,323
github.com,361,100
fluxcd.io,305,151
cncf.io,30,22
codefresh.io,25,14
thenewstack.io,18,14
Bing,18,8
statics.teams.cdn.office.net,14,7
DuckDuckGo,12,9
wiki.bierochs.org,10,5
