time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-11 00:00:00+00:00,291,139,150,40
2026-03-12 00:00:00+00:00,333,205,41,22
2026-03-13 00:00:00+00:00,494,149,69,26
2026-03-14 00:00:00+00:00,858,102,26,12
2026-03-15 00:00:00+00:00,824,76,14,11
2026-03-16 00:00:00+00:00,792,100,105,30
2026-03-17 00:00:00+00:00,800,111,60,27
2026-03-18 00:00:00+00:00,543,115,77,34
2026-03-19 00:00:00+00:00,222,105,94,29
2026-03-20 00:00:00+00:00,225,117,53,22
2026-03-21 00:00:00+00:00,154,82,64,13
2026-03-22 00:00:00+00:00,199,99,24,12
2026-03-23 00:00:00+00:00,210,121,64,24
2026-03-24 00:00:00+00:00,307,118,73,31
